municipio,departamento,votos,candidato
Montelibano,Cordoba,1118,Sergio Fajardo
Montelibano,Cordoba,3140,Germán Vargas Lleras
Montelibano,Cordoba,331,Humberto de la Calle
Montelibano,Cordoba,97,Viviane Morales
Montelibano,Cordoba,138,Jorque Antonio Trujillo Sarmiento
Monteria,Cordoba,75022,Iván Duque
Monteria,Cordoba,60670,Gustavo Petro
Monteria,Cordoba,9995,Sergio Fajardo
Monteria,Cordoba,10147,Germán Vargas Lleras
Monteria,Cordoba,1690,Humberto de la Calle
Monteria,Cordoba,273,Viviane Morales
Monteria,Cordoba,704,Jorque Antonio Trujillo Sarmiento
Moñitos,Cordoba,2819,Iván Duque
Moñitos,Cordoba,2824,Gustavo Petro
Moñitos,Cordoba,93,Sergio Fajardo
Moñitos,Cordoba,1073,Germán Vargas Lleras
Moñitos,Cordoba,274,Humberto de la Calle
Moñitos,Cordoba,16,Viviane Morales
Moñitos,Cordoba,32,Jorque Antonio Trujillo Sarmiento
Planeta Rica,Cordoba,8920,Iván Duque
Planeta Rica,Cordoba,10359,Gustavo Petro
Planeta Rica,Cordoba,863,Sergio Fajardo
Planeta Rica,Cordoba,2953,Germán Vargas Lleras
Planeta Rica,Cordoba,276,Humberto de la Calle
Planeta Rica,Cordoba,39,Viviane Morales
Planeta Rica,Cordoba,127,Jorque Antonio Trujillo Sarmiento
Pueblo Nuevo,Cordoba,5016,Iván Duque
Pueblo Nuevo,Cordoba,4129,Gustavo Petro
Pueblo Nuevo,Cordoba,309,Sergio Fajardo
Pueblo Nuevo,Cordoba,2044,Germán Vargas Lleras
Pueblo Nuevo,Cordoba,93,Humberto de la Calle
Pueblo Nuevo,Cordoba,18,Viviane Morales
Pueblo Nuevo,Cordoba,74,Jorque Antonio Trujillo Sarmiento
Puerto Escondido,Cordoba,3208,Iván Duque
Puerto Escondido,Cordoba,3077,Gustavo Petro
Puerto Escondido,Cordoba,164,Sergio Fajardo
Puerto Escondido,Cordoba,230,Germán Vargas Lleras
Puerto Escondido,Cordoba,423,Humberto de la Calle
Puerto Escondido,Cordoba,11,Viviane Morales
Puerto Escondido,Cordoba,30,Jorque Antonio Trujillo Sarmiento
Puerto Libertador,Cordoba,2302,Iván Duque
Puerto Libertador,Cordoba,7460,Gustavo Petro
Puerto Libertador,Cordoba,426,Sergio Fajardo
Puerto Libertador,Cordoba,1404,Germán Vargas Lleras
Puerto Libertador,Cordoba,196,Humberto de la Calle
Puerto Libertador,Cordoba,29,Viviane Morales
Puerto Libertador,Cordoba,66,Jorque Antonio Trujillo Sarmiento
Purisima,Cordoba,2388,Iván Duque
Purisima,Cordoba,1967,Gustavo Petro
Purisima,Cordoba,161,Sergio Fajardo
Purisima,Cordoba,1620,Germán Vargas Lleras
Purisima,Cordoba,72,Humberto de la Calle
Purisima,Cordoba,11,Viviane Morales
Purisima,Cordoba,20,Jorque Antonio Trujillo Sarmiento
Sahagun,Cordoba,14612,Iván Duque
Sahagun,Cordoba,17681,Gustavo Petro
Sahagun,Cordoba,1389,Sergio Fajardo
Sahagun,Cordoba,4448,Germán Vargas Lleras
Sahagun,Cordoba,450,Humberto de la Calle
Sahagun,Cordoba,89,Viviane Morales
Sahagun,Cordoba,308,Jorque Antonio Trujillo Sarmiento
San Andres De Sotavento,Cordoba,3827,Iván Duque
San Andres De Sotavento,Cordoba,5257,Gustavo Petro
San Andres De Sotavento,Cordoba,155,Sergio Fajardo
San Andres De Sotavento,Cordoba,3762,Germán Vargas Lleras
San Andres De Sotavento,Cordoba,432,Humberto de la Calle
San Andres De Sotavento,Cordoba,40,Viviane Morales
San Andres De Sotavento,Cordoba,133,Jorque Antonio Trujillo Sarmiento
San Antero,Cordoba,5089,Iván Duque
San Antero,Cordoba,3727,Gustavo Petro
San Antero,Cordoba,224,Sergio Fajardo
San Antero,Cordoba,658,Germán Vargas Lleras
San Antero,Cordoba,622,Humberto de la Calle
San Antero,Cordoba,16,Viviane Morales
San Antero,Cordoba,40,Jorque Antonio Trujillo Sarmiento
San Bernardo Del Viento,Cordoba,2074,Iván Duque
San Bernardo Del Viento,Cordoba,5733,Gustavo Petro
San Bernardo Del Viento,Cordoba,208,Sergio Fajardo
San Bernardo Del Viento,Cordoba,2212,Germán Vargas Lleras
San Bernardo Del Viento,Cordoba,195,Humberto de la Calle
San Bernardo Del Viento,Cordoba,53,Viviane Morales
San Bernardo Del Viento,Cordoba,56,Jorque Antonio Trujillo Sarmiento
San Carlos,Cordoba,3818,Iván Duque
San Carlos,Cordoba,2862,Gustavo Petro
San Carlos,Cordoba,171,Sergio Fajardo
San Carlos,Cordoba,952,Germán Vargas Lleras
San Carlos,Cordoba,118,Humberto de la Calle
San Carlos,Cordoba,14,Viviane Morales
San Carlos,Cordoba,34,Jorque Antonio Trujillo Sarmiento
San Jose De Ure,Cordoba,673,Iván Duque
San Jose De Ure,Cordoba,1868,Gustavo Petro
San Jose De Ure,Cordoba,91,Sergio Fajardo
San Jose De Ure,Cordoba,483,Germán Vargas Lleras
San Jose De Ure,Cordoba,52,Humberto de la Calle
San Jose De Ure,Cordoba,4,Viviane Morales
San Jose De Ure,Cordoba,18,Jorque Antonio Trujillo Sarmiento
San Pelayo,Cordoba,6394,Iván Duque
San Pelayo,Cordoba,7933,Gustavo Petro
San Pelayo,Cordoba,400,Sergio Fajardo
San Pelayo,Cordoba,1983,Germán Vargas Lleras
San Pelayo,Cordoba,164,Humberto de la Calle
San Pelayo,Cordoba,118,Viviane Morales
San Pelayo,Cordoba,54,Jorque Antonio Trujillo Sarmiento
Tierralta,Cordoba,10403,Iván Duque
Tierralta,Cordoba,10125,Gustavo Petro
Tierralta,Cordoba,648,Sergio Fajardo
Tierralta,Cordoba,1430,Germán Vargas Lleras
Tierralta,Cordoba,509,Humberto de la Calle
Tierralta,Cordoba,60,Viviane Morales
Tierralta,Cordoba,86,Jorque Antonio Trujillo Sarmiento
Tuchin,Cordoba,3785,Iván Duque
Tuchin,Cordoba,3198,Gustavo Petro
Tuchin,Cordoba,136,Sergio Fajardo
Tuchin,Cordoba,2968,Germán Vargas Lleras
Tuchin,Cordoba,355,Humberto de la Calle
Tuchin,Cordoba,22,Viviane Morales
Tuchin,Cordoba,117,Jorque Antonio Trujillo Sarmiento
Valencia,Cordoba,4475,Iván Duque
Valencia,Cordoba,3015,Gustavo Petro
Valencia,Cordoba,340,Sergio Fajardo
Valencia,Cordoba,1663,Germán Vargas Lleras
Valencia,Cordoba,396,Humberto de la Calle
Valencia,Cordoba,64,Viviane Morales
Valencia,Cordoba,46,Jorque Antonio Trujillo Sarmiento
Agua De Dios,Cundinamarca,1861,Iván Duque
Agua De Dios,Cundinamarca,1089,Gustavo Petro
Agua De Dios,Cundinamarca,1089,Sergio Fajardo
Agua De Dios,Cundinamarca,1004,Germán Vargas Lleras
Agua De Dios,Cundinamarca,201,Humberto de la Calle
Agua De Dios,Cundinamarca,35,Viviane Morales
Agua De Dios,Cundinamarca,17,Jorque Antonio Trujillo Sarmiento
Alban,Cundinamarca,1613,Iván Duque
Alban,Cundinamarca,303,Gustavo Petro
Alban,Cundinamarca,722,Sergio Fajardo
Alban,Cundinamarca,125,Germán Vargas Lleras
Alban,Cundinamarca,21,Humberto de la Calle
Alban,Cundinamarca,8,Viviane Morales
Alban,Cundinamarca,9,Jorque Antonio Trujillo Sarmiento
Anapoima,Cundinamarca,4419,Iván Duque
Anapoima,Cundinamarca,763,Gustavo Petro
Anapoima,Cundinamarca,1222,Sergio Fajardo
Anapoima,Cundinamarca,577,Germán Vargas Lleras
Anapoima,Cundinamarca,192,Humberto de la Calle
Anapoima,Cundinamarca,15,Viviane Morales
Anapoima,Cundinamarca,22,Jorque Antonio Trujillo Sarmiento
Anolaima,Cundinamarca,3558,Iván Duque
Anolaima,Cundinamarca,791,Gustavo Petro
Anolaima,Cundinamarca,1275,Sergio Fajardo
Anolaima,Cundinamarca,610,Germán Vargas Lleras
Anolaima,Cundinamarca,101,Humberto de la Calle
Anolaima,Cundinamarca,10,Viviane Morales
Anolaima,Cundinamarca,20,Jorque Antonio Trujillo Sarmiento
Apulo,Cundinamarca,2339,Iván Duque
Apulo,Cundinamarca,409,Gustavo Petro
Apulo,Cundinamarca,575,Sergio Fajardo
Apulo,Cundinamarca,475,Germán Vargas Lleras
Apulo,Cundinamarca,231,Humberto de la Calle
Apulo,Cundinamarca,8,Viviane Morales
Apulo,Cundinamarca,8,Jorque Antonio Trujillo Sarmiento
Arbelaez,Cundinamarca,3214,Iván Duque
Arbelaez,Cundinamarca,696,Gustavo Petro
Arbelaez,Cundinamarca,1160,Sergio Fajardo
Arbelaez,Cundinamarca,323,Germán Vargas Lleras
Arbelaez,Cundinamarca,72,Humberto de la Calle
Arbelaez,Cundinamarca,9,Viviane Morales
Arbelaez,Cundinamarca,17,Jorque Antonio Trujillo Sarmiento
Beltran,Cundinamarca,583,Iván Duque
Beltran,Cundinamarca,163,Gustavo Petro
Beltran,Cundinamarca,71,Sergio Fajardo
Beltran,Cundinamarca,224,Germán Vargas Lleras
Beltran,Cundinamarca,12,Humberto de la Calle
Beltran,Cundinamarca,3,Viviane Morales
Beltran,Cundinamarca,2,Jorque Antonio Trujillo Sarmiento
Bituima,Cundinamarca,667,Iván Duque
Bituima,Cundinamarca,128,Gustavo Petro
Bituima,Cundinamarca,203,Sergio Fajardo
Bituima,Cundinamarca,237,Germán Vargas Lleras
Bituima,Cundinamarca,11,Humberto de la Calle
Bituima,Cundinamarca,1,Viviane Morales
Bituima,Cundinamarca,3,Jorque Antonio Trujillo Sarmiento
Bojaca,Cundinamarca,1439,Iván Duque
Bojaca,Cundinamarca,651,Gustavo Petro
Bojaca,Cundinamarca,1233,Sergio Fajardo
Bojaca,Cundinamarca,827,Germán Vargas Lleras
Bojaca,Cundinamarca,73,Humberto de la Calle
Bojaca,Cundinamarca,7,Viviane Morales
Bojaca,Cundinamarca,22,Jorque Antonio Trujillo Sarmiento
Cabrera,Cundinamarca,486,Iván Duque
Cabrera,Cundinamarca,1066,Gustavo Petro
Cabrera,Cundinamarca,213,Sergio Fajardo
Cabrera,Cundinamarca,99,Germán Vargas Lleras
Cabrera,Cundinamarca,33,Humberto de la Calle
Cabrera,Cundinamarca,5,Viviane Morales
Cabrera,Cundinamarca,8,Jorque Antonio Trujillo Sarmiento
Cachipay,Cundinamarca,2460,Iván Duque
Cachipay,Cundinamarca,829,Gustavo Petro
Cachipay,Cundinamarca,1239,Sergio Fajardo
Cachipay,Cundinamarca,647,Germán Vargas Lleras
Cachipay,Cundinamarca,103,Humberto de la Calle
Cachipay,Cundinamarca,10,Viviane Morales
Cachipay,Cundinamarca,12,Jorque Antonio Trujillo Sarmiento
Cajica,Cundinamarca,11314,Iván Duque
Cajica,Cundinamarca,6426,Gustavo Petro
Cajica,Cundinamarca,14231,Sergio Fajardo
Cajica,Cundinamarca,1530,Germán Vargas Lleras
Cajica,Cundinamarca,631,Humberto de la Calle
Cajica,Cundinamarca,55,Viviane Morales
Cajica,Cundinamarca,76,Jorque Antonio Trujillo Sarmiento
Caparrapi,Cundinamarca,3549,Iván Duque
Caparrapi,Cundinamarca,346,Gustavo Petro
Caparrapi,Cundinamarca,327,Sergio Fajardo
Caparrapi,Cundinamarca,541,Germán Vargas Lleras
Caparrapi,Cundinamarca,54,Humberto de la Calle
Caparrapi,Cundinamarca,18,Viviane Morales
Caparrapi,Cundinamarca,22,Jorque Antonio Trujillo Sarmiento
Caqueza,Cundinamarca,4550,Iván Duque
Caqueza,Cundinamarca,1579,Gustavo Petro
Caqueza,Cundinamarca,1668,Sergio Fajardo
Caqueza,Cundinamarca,644,Germán Vargas Lleras
Caqueza,Cundinamarca,66,Humberto de la Calle
Caqueza,Cundinamarca,16,Viviane Morales
Caqueza,Cundinamarca,13,Jorque Antonio Trujillo Sarmiento
Carmen De Carupa,Cundinamarca,1577,Iván Duque
Carmen De Carupa,Cundinamarca,310,Gustavo Petro
Carmen De Carupa,Cundinamarca,664,Sergio Fajardo
Carmen De Carupa,Cundinamarca,317,Germán Vargas Lleras
Carmen De Carupa,Cundinamarca,30,Humberto de la Calle
Carmen De Carupa,Cundinamarca,4,Viviane Morales
Carmen De Carupa,Cundinamarca,6,Jorque Antonio Trujillo Sarmiento
Chaguani,Cundinamarca,1162,Iván Duque
Chaguani,Cundinamarca,167,Gustavo Petro
Chaguani,Cundinamarca,135,Sergio Fajardo
Chaguani,Cundinamarca,343,Germán Vargas Lleras
Chaguani,Cundinamarca,14,Humberto de la Calle
Chaguani,Cundinamarca,6,Viviane Morales
Chaguani,Cundinamarca,6,Jorque Antonio Trujillo Sarmiento
Chia,Cundinamarca,23451,Iván Duque
Chia,Cundinamarca,9077,Gustavo Petro
Chia,Cundinamarca,27405,Sergio Fajardo
Chia,Cundinamarca,3047,Germán Vargas Lleras
Chia,Cundinamarca,1477,Humberto de la Calle
Chia,Cundinamarca,129,Viviane Morales
Chia,Cundinamarca,102,Jorque Antonio Trujillo Sarmiento
Chipaque,Cundinamarca,2595,Iván Duque
Chipaque,Cundinamarca,866,Gustavo Petro
Chipaque,Cundinamarca,892,Sergio Fajardo
Chipaque,Cundinamarca,206,Germán Vargas Lleras
Chipaque,Cundinamarca,63,Humberto de la Calle
Chipaque,Cundinamarca,5,Viviane Morales
Chipaque,Cundinamarca,9,Jorque Antonio Trujillo Sarmiento
Choachi,Cundinamarca,4152,Iván Duque
Choachi,Cundinamarca,712,Gustavo Petro
Choachi,Cundinamarca,1615,Sergio Fajardo
Choachi,Cundinamarca,358,Germán Vargas Lleras
Choachi,Cundinamarca,62,Humberto de la Calle
Choachi,Cundinamarca,8,Viviane Morales
Choachi,Cundinamarca,7,Jorque Antonio Trujillo Sarmiento
Choconta,Cundinamarca,4268,Iván Duque
Choconta,Cundinamarca,1007,Gustavo Petro
Choconta,Cundinamarca,2593,Sergio Fajardo
Choconta,Cundinamarca,457,Germán Vargas Lleras
Choconta,Cundinamarca,164,Humberto de la Calle
Choconta,Cundinamarca,21,Viviane Morales
Choconta,Cundinamarca,23,Jorque Antonio Trujillo Sarmiento
Cogua,Cundinamarca,3310,Iván Duque
Cogua,Cundinamarca,2268,Gustavo Petro
Cogua,Cundinamarca,3267,Sergio Fajardo
Cogua,Cundinamarca,376,Germán Vargas Lleras
Cogua,Cundinamarca,139,Humberto de la Calle
Cogua,Cundinamarca,20,Viviane Morales
Cogua,Cundinamarca,17,Jorque Antonio Trujillo Sarmiento
Cota,Cundinamarca,6309,Iván Duque
Cota,Cundinamarca,2655,Gustavo Petro
Cota,Cundinamarca,5917,Sergio Fajardo
Cota,Cundinamarca,932,Germán Vargas Lleras
Cota,Cundinamarca,273,Humberto de la Calle
Cota,Cundinamarca,23,Viviane Morales
Cota,Cundinamarca,131,Jorque Antonio Trujillo Sarmiento
Cucunuba,Cundinamarca,1634,Iván Duque
Cucunuba,Cundinamarca,246,Gustavo Petro
Cucunuba,Cundinamarca,626,Sergio Fajardo
Cucunuba,Cundinamarca,190,Germán Vargas Lleras
Cucunuba,Cundinamarca,69,Humberto de la Calle
Cucunuba,Cundinamarca,10,Viviane Morales
Cucunuba,Cundinamarca,4,Jorque Antonio Trujillo Sarmiento
El Colegio,Cundinamarca,5518,Iván Duque
El Colegio,Cundinamarca,2162,Gustavo Petro
El Colegio,Cundinamarca,2003,Sergio Fajardo
El Colegio,Cundinamarca,2108,Germán Vargas Lleras
El Colegio,Cundinamarca,197,Humberto de la Calle
El Colegio,Cundinamarca,16,Viviane Morales
El Colegio,Cundinamarca,21,Jorque Antonio Trujillo Sarmiento
El Peñon,Cundinamarca,1666,Iván Duque
El Peñon,Cundinamarca,123,Gustavo Petro
El Peñon,Cundinamarca,167,Sergio Fajardo
El Peñon,Cundinamarca,210,Germán Vargas Lleras
El Peñon,Cundinamarca,15,Humberto de la Calle
El Peñon,Cundinamarca,8,Viviane Morales
El Peñon,Cundinamarca,10,Jorque Antonio Trujillo Sarmiento
El Rosal,Cundinamarca,6038,Iván Duque
El Rosal,Cundinamarca,1223,Gustavo Petro
El Rosal,Cundinamarca,3062,Sergio Fajardo
El Rosal,Cundinamarca,671,Germán Vargas Lleras
El Rosal,Cundinamarca,141,Humberto de la Calle
El Rosal,Cundinamarca,24,Viviane Morales
El Rosal,Cundinamarca,37,Jorque Antonio Trujillo Sarmiento
Facatativa,Cundinamarca,20540,Iván Duque
Facatativa,Cundinamarca,13390,Gustavo Petro
Facatativa,Cundinamarca,21579,Sergio Fajardo
Facatativa,Cundinamarca,3040,Germán Vargas Lleras
Facatativa,Cundinamarca,1285,Humberto de la Calle
Facatativa,Cundinamarca,137,Viviane Morales
Facatativa,Cundinamarca,255,Jorque Antonio Trujillo Sarmiento
Fomeque,Cundinamarca,3889,Iván Duque
Fomeque,Cundinamarca,522,Gustavo Petro
Fomeque,Cundinamarca,906,Sergio Fajardo
Fomeque,Cundinamarca,367,Germán Vargas Lleras
Fomeque,Cundinamarca,35,Humberto de la Calle
Fomeque,Cundinamarca,6,Viviane Morales
Fomeque,Cundinamarca,44,Jorque Antonio Trujillo Sarmiento
Fosca,Cundinamarca,2236,Iván Duque
Fosca,Cundinamarca,303,Gustavo Petro
Fosca,Cundinamarca,300,Sergio Fajardo
Fosca,Cundinamarca,160,Germán Vargas Lleras
Fosca,Cundinamarca,10,Humberto de la Calle
Fosca,Cundinamarca,3,Viviane Morales
Fosca,Cundinamarca,3,Jorque Antonio Trujillo Sarmiento
Funza,Cundinamarca,12689,Iván Duque
Funza,Cundinamarca,10239,Gustavo Petro
Funza,Cundinamarca,16697,Sergio Fajardo
Funza,Cundinamarca,3902,Germán Vargas Lleras
Funza,Cundinamarca,816,Humberto de la Calle
Funza,Cundinamarca,152,Viviane Morales
Funza,Cundinamarca,159,Jorque Antonio Trujillo Sarmiento
Fuquene,Cundinamarca,796,Iván Duque
Fuquene,Cundinamarca,528,Gustavo Petro
Fuquene,Cundinamarca,616,Sergio Fajardo
Fuquene,Cundinamarca,178,Germán Vargas Lleras
Fuquene,Cundinamarca,51,Humberto de la Calle
Fuquene,Cundinamarca,1,Viviane Morales
Fuquene,Cundinamarca,9,Jorque Antonio Trujillo Sarmiento
Fusagasuga,Cundinamarca,28770,Iván Duque
Fusagasuga,Cundinamarca,11853,Gustavo Petro
Fusagasuga,Cundinamarca,15518,Sergio Fajardo
Fusagasuga,Cundinamarca,3480,Germán Vargas Lleras
Fusagasuga,Cundinamarca,1037,Humberto de la Calle
Fusagasuga,Cundinamarca,127,Viviane Morales
Fusagasuga,Cundinamarca,262,Jorque Antonio Trujillo Sarmiento
Gachala,Cundinamarca,1364,Iván Duque
Gachala,Cundinamarca,408,Gustavo Petro
Gachala,Cundinamarca,260,Sergio Fajardo
Gachala,Cundinamarca,300,Germán Vargas Lleras
Gachala,Cundinamarca,22,Humberto de la Calle
Gachala,Cundinamarca,4,Viviane Morales
Gachala,Cundinamarca,5,Jorque Antonio Trujillo Sarmiento
Gachancipa,Cundinamarca,2101,Iván Duque
Gachancipa,Cundinamarca,1554,Gustavo Petro
Gachancipa,Cundinamarca,2082,Sergio Fajardo
Gachancipa,Cundinamarca,613,Germán Vargas Lleras
Gachancipa,Cundinamarca,122,Humberto de la Calle
Gachancipa,Cundinamarca,23,Viviane Morales
Gachancipa,Cundinamarca,236,Jorque Antonio Trujillo Sarmiento
Gacheta,Cundinamarca,3245,Iván Duque
Gacheta,Cundinamarca,494,Gustavo Petro
Gacheta,Cundinamarca,815,Sergio Fajardo
Gacheta,Cundinamarca,219,Germán Vargas Lleras
Gacheta,Cundinamarca,12,Humberto de la Calle
Gacheta,Cundinamarca,14,Viviane Morales
Gacheta,Cundinamarca,10,Jorque Antonio Trujillo Sarmiento
Gama,Cundinamarca,1130,Iván Duque
Gama,Cundinamarca,134,Gustavo Petro
Gama,Cundinamarca,184,Sergio Fajardo
Gama,Cundinamarca,212,Germán Vargas Lleras
Gama,Cundinamarca,7,Humberto de la Calle
Gama,Cundinamarca,2,Viviane Morales
Gama,Cundinamarca,3,Jorque Antonio Trujillo Sarmiento
Girardot,Cundinamarca,19764,Iván Duque
Girardot,Cundinamarca,8279,Gustavo Petro
Girardot,Cundinamarca,11308,Sergio Fajardo
Girardot,Cundinamarca,5277,Germán Vargas Lleras
Girardot,Cundinamarca,784,Humberto de la Calle
Girardot,Cundinamarca,163,Viviane Morales
Girardot,Cundinamarca,426,Jorque Antonio Trujillo Sarmiento
Granada,Cundinamarca,1491,Iván Duque
Granada,Cundinamarca,1125,Gustavo Petro
Granada,Cundinamarca,672,Sergio Fajardo
Granada,Cundinamarca,236,Germán Vargas Lleras
Granada,Cundinamarca,35,Humberto de la Calle
Granada,Cundinamarca,1,Viviane Morales
Granada,Cundinamarca,8,Jorque Antonio Trujillo Sarmiento
Guacheta,Cundinamarca,1854,Iván Duque
Guacheta,Cundinamarca,377,Gustavo Petro
Guacheta,Cundinamarca,1408,Sergio Fajardo
Guacheta,Cundinamarca,721,Germán Vargas Lleras
Guacheta,Cundinamarca,96,Humberto de la Calle
Guacheta,Cundinamarca,11,Viviane Morales
Guacheta,Cundinamarca,17,Jorque Antonio Trujillo Sarmiento
Guaduas,Cundinamarca,6072,Iván Duque
Guaduas,Cundinamarca,1595,Gustavo Petro
Guaduas,Cundinamarca,2431,Sergio Fajardo
Guaduas,Cundinamarca,1409,Germán Vargas Lleras
Guaduas,Cundinamarca,185,Humberto de la Calle
Guaduas,Cundinamarca,22,Viviane Morales
Guaduas,Cundinamarca,37,Jorque Antonio Trujillo Sarmiento
Guasca,Cundinamarca,3132,Iván Duque
Guasca,Cundinamarca,1043,Gustavo Petro
Guasca,Cundinamarca,2077,Sergio Fajardo
Guasca,Cundinamarca,330,Germán Vargas Lleras
Guasca,Cundinamarca,125,Humberto de la Calle
Guasca,Cundinamarca,18,Viviane Morales
Guasca,Cundinamarca,8,Jorque Antonio Trujillo Sarmiento
Guataqui,Cundinamarca,491,Iván Duque
Guataqui,Cundinamarca,234,Gustavo Petro
Guataqui,Cundinamarca,89,Sergio Fajardo
Guataqui,Cundinamarca,154,Germán Vargas Lleras
Guataqui,Cundinamarca,17,Humberto de la Calle
Guataqui,Cundinamarca,3,Viviane Morales
Guataqui,Cundinamarca,3,Jorque Antonio Trujillo Sarmiento
Guatavita,Cundinamarca,1786,Iván Duque
Guatavita,Cundinamarca,269,Gustavo Petro
Guatavita,Cundinamarca,1093,Sergio Fajardo
Guatavita,Cundinamarca,132,Germán Vargas Lleras
Guatavita,Cundinamarca,41,Humberto de la Calle
Guatavita,Cundinamarca,5,Viviane Morales
Guatavita,Cundinamarca,5,Jorque Antonio Trujillo Sarmiento
Guayabal De Siquima,Cundinamarca,1452,Iván Duque
Guayabal De Siquima,Cundinamarca,305,Gustavo Petro
Guayabal De Siquima,Cundinamarca,432,Sergio Fajardo
Guayabal De Siquima,Cundinamarca,148,Germán Vargas Lleras
Guayabal De Siquima,Cundinamarca,25,Humberto de la Calle
Guayabal De Siquima,Cundinamarca,6,Viviane Morales
Guayabal De Siquima,Cundinamarca,6,Jorque Antonio Trujillo Sarmiento
Guayabetal,Cundinamarca,1955,Iván Duque
Guayabetal,Cundinamarca,337,Gustavo Petro
Guayabetal,Cundinamarca,362,Sergio Fajardo
Guayabetal,Cundinamarca,141,Germán Vargas Lleras
Guayabetal,Cundinamarca,15,Humberto de la Calle
Guayabetal,Cundinamarca,8,Viviane Morales
Guayabetal,Cundinamarca,2,Jorque Antonio Trujillo Sarmiento
Gutierrez,Cundinamarca,1303,Iván Duque
Gutierrez,Cundinamarca,137,Gustavo Petro
Gutierrez,Cundinamarca,141,Sergio Fajardo
Gutierrez,Cundinamarca,150,Germán Vargas Lleras
Gutierrez,Cundinamarca,6,Humberto de la Calle
Gutierrez,Cundinamarca,2,Viviane Morales
Gutierrez,Cundinamarca,4,Jorque Antonio Trujillo Sarmiento
Jerusalen,Cundinamarca,744,Iván Duque
Jerusalen,Cundinamarca,147,Gustavo Petro
Jerusalen,Cundinamarca,54,Sergio Fajardo
Jerusalen,Cundinamarca,204,Germán Vargas Lleras
Jerusalen,Cundinamarca,12,Humberto de la Calle
Jerusalen,Cundinamarca,4,Viviane Morales
Jerusalen,Cundinamarca,2,Jorque Antonio Trujillo Sarmiento
Junin,Cundinamarca,1724,Iván Duque
Junin,Cundinamarca,322,Gustavo Petro
Junin,Cundinamarca,334,Sergio Fajardo
Junin,Cundinamarca,236,Germán Vargas Lleras
Junin,Cundinamarca,37,Humberto de la Calle
Junin,Cundinamarca,8,Viviane Morales
Junin,Cundinamarca,12,Jorque Antonio Trujillo Sarmiento
La Calera,Cundinamarca,4408,Iván Duque
La Calera,Cundinamarca,2951,Gustavo Petro
La Calera,Cundinamarca,5141,Sergio Fajardo
La Calera,Cundinamarca,711,Germán Vargas Lleras
La Calera,Cundinamarca,298,Humberto de la Calle
La Calera,Cundinamarca,12,Viviane Morales
La Calera,Cundinamarca,138,Jorque Antonio Trujillo Sarmiento
La Mesa,Cundinamarca,6282,Iván Duque
La Mesa,Cundinamarca,1933,Gustavo Petro
La Mesa,Cundinamarca,3240,Sergio Fajardo
La Mesa,Cundinamarca,2007,Germán Vargas Lleras
La Mesa,Cundinamarca,385,Humberto de la Calle
La Mesa,Cundinamarca,19,Viviane Morales
La Mesa,Cundinamarca,75,Jorque Antonio Trujillo Sarmiento
La Palma,Cundinamarca,2074,Iván Duque
La Palma,Cundinamarca,477,Gustavo Petro
La Palma,Cundinamarca,385,Sergio Fajardo
La Palma,Cundinamarca,496,Germán Vargas Lleras
La Palma,Cundinamarca,82,Humberto de la Calle
La Palma,Cundinamarca,16,Viviane Morales
La Palma,Cundinamarca,21,Jorque Antonio Trujillo Sarmiento
La Peña,Cundinamarca,2411,Iván Duque
La Peña,Cundinamarca,131,Gustavo Petro
La Peña,Cundinamarca,229,Sergio Fajardo
La Peña,Cundinamarca,194,Germán Vargas Lleras
La Peña,Cundinamarca,18,Humberto de la Calle
La Peña,Cundinamarca,18,Viviane Morales
La Peña,Cundinamarca,8,Jorque Antonio Trujillo Sarmiento
La Vega,Cundinamarca,4493,Iván Duque
La Vega,Cundinamarca,839,Gustavo Petro
La Vega,Cundinamarca,1586,Sergio Fajardo
La Vega,Cundinamarca,806,Germán Vargas Lleras
La Vega,Cundinamarca,102,Humberto de la Calle
La Vega,Cundinamarca,12,Viviane Morales
La Vega,Cundinamarca,14,Jorque Antonio Trujillo Sarmiento
Lenguazaque,Cundinamarca,2206,Iván Duque
Lenguazaque,Cundinamarca,259,Gustavo Petro
Lenguazaque,Cundinamarca,895,Sergio Fajardo
Lenguazaque,Cundinamarca,312,Germán Vargas Lleras
Lenguazaque,Cundinamarca,70,Humberto de la Calle
Lenguazaque,Cundinamarca,15,Viviane Morales
Lenguazaque,Cundinamarca,16,Jorque Antonio Trujillo Sarmiento
Macheta,Cundinamarca,2269,Iván Duque
Macheta,Cundinamarca,194,Gustavo Petro
Macheta,Cundinamarca,487,Sergio Fajardo
Macheta,Cundinamarca,248,Germán Vargas Lleras
Macheta,Cundinamarca,39,Humberto de la Calle
Macheta,Cundinamarca,6,Viviane Morales
Macheta,Cundinamarca,5,Jorque Antonio Trujillo Sarmiento
Madrid,Cundinamarca,13995,Iván Duque
Madrid,Cundinamarca,8853,Gustavo Petro
Madrid,Cundinamarca,15858,Sergio Fajardo
Madrid,Cundinamarca,2250,Germán Vargas Lleras
Madrid,Cundinamarca,755,Humberto de la Calle
Madrid,Cundinamarca,117,Viviane Morales
Madrid,Cundinamarca,129,Jorque Antonio Trujillo Sarmiento
Manta,Cundinamarca,1584,Iván Duque
Manta,Cundinamarca,201,Gustavo Petro
Manta,Cundinamarca,364,Sergio Fajardo
Manta,Cundinamarca,305,Germán Vargas Lleras
