municipio,departamento,votos,candidato
Soraca,Boyaca,642,Gustavo Petro
Soraca,Boyaca,747,Sergio Fajardo
Soraca,Boyaca,101,Germán Vargas Lleras
Soraca,Boyaca,42,Humberto de la Calle
Soraca,Boyaca,14,Viviane Morales
Soraca,Boyaca,5,Jorque Antonio Trujillo Sarmiento
Sotaquira,Boyaca,2008,Iván Duque
Sotaquira,Boyaca,535,Gustavo Petro
Sotaquira,Boyaca,704,Sergio Fajardo
Sotaquira,Boyaca,126,Germán Vargas Lleras
Sotaquira,Boyaca,55,Humberto de la Calle
Sotaquira,Boyaca,16,Viviane Morales
Sotaquira,Boyaca,10,Jorque Antonio Trujillo Sarmiento
Susacon,Boyaca,1055,Iván Duque
Susacon,Boyaca,145,Gustavo Petro
Susacon,Boyaca,140,Sergio Fajardo
Susacon,Boyaca,56,Germán Vargas Lleras
Susacon,Boyaca,9,Humberto de la Calle
Susacon,Boyaca,4,Viviane Morales
Susacon,Boyaca,5,Jorque Antonio Trujillo Sarmiento
Sutamarchan,Boyaca,1631,Iván Duque
Sutamarchan,Boyaca,543,Gustavo Petro
Sutamarchan,Boyaca,496,Sergio Fajardo
Sutamarchan,Boyaca,658,Germán Vargas Lleras
Sutamarchan,Boyaca,44,Humberto de la Calle
Sutamarchan,Boyaca,5,Viviane Morales
Sutamarchan,Boyaca,4,Jorque Antonio Trujillo Sarmiento
Sutatenza,Boyaca,1075,Iván Duque
Sutatenza,Boyaca,291,Gustavo Petro
Sutatenza,Boyaca,308,Sergio Fajardo
Sutatenza,Boyaca,174,Germán Vargas Lleras
Sutatenza,Boyaca,21,Humberto de la Calle
Sutatenza,Boyaca,8,Viviane Morales
Sutatenza,Boyaca,3,Jorque Antonio Trujillo Sarmiento
Tasco,Boyaca,745,Iván Duque
Tasco,Boyaca,576,Gustavo Petro
Tasco,Boyaca,480,Sergio Fajardo
Tasco,Boyaca,143,Germán Vargas Lleras
Tasco,Boyaca,55,Humberto de la Calle
Tasco,Boyaca,5,Viviane Morales
Tasco,Boyaca,8,Jorque Antonio Trujillo Sarmiento
Tenza,Boyaca,1064,Iván Duque
Tenza,Boyaca,211,Gustavo Petro
Tenza,Boyaca,331,Sergio Fajardo
Tenza,Boyaca,84,Germán Vargas Lleras
Tenza,Boyaca,14,Humberto de la Calle
Tenza,Boyaca,10,Viviane Morales
Tenza,Boyaca,5,Jorque Antonio Trujillo Sarmiento
Tibana,Boyaca,1318,Iván Duque
Tibana,Boyaca,734,Gustavo Petro
Tibana,Boyaca,565,Sergio Fajardo
Tibana,Boyaca,200,Germán Vargas Lleras
Tibana,Boyaca,145,Humberto de la Calle
Tibana,Boyaca,9,Viviane Morales
Tibana,Boyaca,14,Jorque Antonio Trujillo Sarmiento
Tibasosa,Boyaca,1648,Iván Duque
Tibasosa,Boyaca,1559,Gustavo Petro
Tibasosa,Boyaca,1608,Sergio Fajardo
Tibasosa,Boyaca,433,Germán Vargas Lleras
Tibasosa,Boyaca,97,Humberto de la Calle
Tibasosa,Boyaca,38,Viviane Morales
Tibasosa,Boyaca,30,Jorque Antonio Trujillo Sarmiento
Tinjaca,Boyaca,835,Iván Duque
Tinjaca,Boyaca,459,Gustavo Petro
Tinjaca,Boyaca,355,Sergio Fajardo
Tinjaca,Boyaca,61,Germán Vargas Lleras
Tinjaca,Boyaca,28,Humberto de la Calle
Tinjaca,Boyaca,5,Viviane Morales
Tinjaca,Boyaca,4,Jorque Antonio Trujillo Sarmiento
Tipacoque,Boyaca,1020,Iván Duque
Tipacoque,Boyaca,182,Gustavo Petro
Tipacoque,Boyaca,164,Sergio Fajardo
Tipacoque,Boyaca,172,Germán Vargas Lleras
Tipacoque,Boyaca,54,Humberto de la Calle
Tipacoque,Boyaca,4,Viviane Morales
Tipacoque,Boyaca,9,Jorque Antonio Trujillo Sarmiento
Toca,Boyaca,1330,Iván Duque
Toca,Boyaca,891,Gustavo Petro
Toca,Boyaca,902,Sergio Fajardo
Toca,Boyaca,313,Germán Vargas Lleras
Toca,Boyaca,72,Humberto de la Calle
Toca,Boyaca,6,Viviane Morales
Toca,Boyaca,9,Jorque Antonio Trujillo Sarmiento
Togui,Boyaca,1191,Iván Duque
Togui,Boyaca,226,Gustavo Petro
Togui,Boyaca,221,Sergio Fajardo
Togui,Boyaca,151,Germán Vargas Lleras
Togui,Boyaca,62,Humberto de la Calle
Togui,Boyaca,6,Viviane Morales
Togui,Boyaca,5,Jorque Antonio Trujillo Sarmiento
Topaga,Boyaca,917,Iván Duque
Topaga,Boyaca,417,Gustavo Petro
Topaga,Boyaca,438,Sergio Fajardo
Topaga,Boyaca,114,Germán Vargas Lleras
Topaga,Boyaca,24,Humberto de la Calle
Topaga,Boyaca,0,Viviane Morales
Topaga,Boyaca,5,Jorque Antonio Trujillo Sarmiento
Tota,Boyaca,970,Iván Duque
Tota,Boyaca,194,Gustavo Petro
Tota,Boyaca,166,Sergio Fajardo
Tota,Boyaca,307,Germán Vargas Lleras
Tota,Boyaca,14,Humberto de la Calle
Tota,Boyaca,8,Viviane Morales
Tota,Boyaca,8,Jorque Antonio Trujillo Sarmiento
Tunja,Boyaca,18289,Iván Duque
Tunja,Boyaca,23093,Gustavo Petro
Tunja,Boyaca,32034,Sergio Fajardo
Tunja,Boyaca,4077,Germán Vargas Lleras
Tunja,Boyaca,2177,Humberto de la Calle
Tunja,Boyaca,155,Viviane Morales
Tunja,Boyaca,277,Jorque Antonio Trujillo Sarmiento
Tunungua,Boyaca,356,Iván Duque
Tunungua,Boyaca,184,Gustavo Petro
Tunungua,Boyaca,68,Sergio Fajardo
Tunungua,Boyaca,51,Germán Vargas Lleras
Tunungua,Boyaca,20,Humberto de la Calle
Tunungua,Boyaca,6,Viviane Morales
Tunungua,Boyaca,4,Jorque Antonio Trujillo Sarmiento
Turmeque,Boyaca,745,Iván Duque
Turmeque,Boyaca,534,Gustavo Petro
Turmeque,Boyaca,854,Sergio Fajardo
Turmeque,Boyaca,147,Germán Vargas Lleras
Turmeque,Boyaca,101,Humberto de la Calle
Turmeque,Boyaca,13,Viviane Morales
Turmeque,Boyaca,5,Jorque Antonio Trujillo Sarmiento
Tuta,Boyaca,1579,Iván Duque
Tuta,Boyaca,989,Gustavo Petro
Tuta,Boyaca,1477,Sergio Fajardo
Tuta,Boyaca,155,Germán Vargas Lleras
Tuta,Boyaca,117,Humberto de la Calle
Tuta,Boyaca,6,Viviane Morales
Tuta,Boyaca,6,Jorque Antonio Trujillo Sarmiento
Tutaza,Boyaca,458,Iván Duque
Tutaza,Boyaca,314,Gustavo Petro
Tutaza,Boyaca,175,Sergio Fajardo
Tutaza,Boyaca,20,Germán Vargas Lleras
Tutaza,Boyaca,28,Humberto de la Calle
Tutaza,Boyaca,9,Viviane Morales
Tutaza,Boyaca,4,Jorque Antonio Trujillo Sarmiento
Umbita,Boyaca,2132,Iván Duque
Umbita,Boyaca,503,Gustavo Petro
Umbita,Boyaca,427,Sergio Fajardo
Umbita,Boyaca,77,Germán Vargas Lleras
Umbita,Boyaca,31,Humberto de la Calle
Umbita,Boyaca,4,Viviane Morales
Umbita,Boyaca,7,Jorque Antonio Trujillo Sarmiento
Ventaquemada,Boyaca,1859,Iván Duque
Ventaquemada,Boyaca,1673,Gustavo Petro
Ventaquemada,Boyaca,1302,Sergio Fajardo
Ventaquemada,Boyaca,242,Germán Vargas Lleras
Ventaquemada,Boyaca,102,Humberto de la Calle
Ventaquemada,Boyaca,13,Viviane Morales
Ventaquemada,Boyaca,15,Jorque Antonio Trujillo Sarmiento
Villa De Leiva,Boyaca,3111,Iván Duque
Villa De Leiva,Boyaca,1280,Gustavo Petro
Villa De Leiva,Boyaca,2585,Sergio Fajardo
Villa De Leiva,Boyaca,310,Germán Vargas Lleras
Villa De Leiva,Boyaca,120,Humberto de la Calle
Villa De Leiva,Boyaca,15,Viviane Morales
Villa De Leiva,Boyaca,16,Jorque Antonio Trujillo Sarmiento
Viracacha,Boyaca,869,Iván Duque
Viracacha,Boyaca,159,Gustavo Petro
Viracacha,Boyaca,168,Sergio Fajardo
Viracacha,Boyaca,65,Germán Vargas Lleras
Viracacha,Boyaca,38,Humberto de la Calle
Viracacha,Boyaca,3,Viviane Morales
Viracacha,Boyaca,9,Jorque Antonio Trujillo Sarmiento
Zetaquira,Boyaca,1171,Iván Duque
Zetaquira,Boyaca,405,Gustavo Petro
Zetaquira,Boyaca,265,Sergio Fajardo
Zetaquira,Boyaca,90,Germán Vargas Lleras
Zetaquira,Boyaca,27,Humberto de la Calle
Zetaquira,Boyaca,6,Viviane Morales
Zetaquira,Boyaca,6,Jorque Antonio Trujillo Sarmiento
Aguadas,Caldas,6766,Iván Duque
Aguadas,Caldas,243,Gustavo Petro
Aguadas,Caldas,2079,Sergio Fajardo
Aguadas,Caldas,280,Germán Vargas Lleras
Aguadas,Caldas,256,Humberto de la Calle
Aguadas,Caldas,20,Viviane Morales
Aguadas,Caldas,22,Jorque Antonio Trujillo Sarmiento
Anserma,Caldas,9405,Iván Duque
Anserma,Caldas,874,Gustavo Petro
Anserma,Caldas,3284,Sergio Fajardo
Anserma,Caldas,790,Germán Vargas Lleras
Anserma,Caldas,244,Humberto de la Calle
Anserma,Caldas,47,Viviane Morales
Anserma,Caldas,38,Jorque Antonio Trujillo Sarmiento
Aranzazu,Caldas,3470,Iván Duque
Aranzazu,Caldas,116,Gustavo Petro
Aranzazu,Caldas,1109,Sergio Fajardo
Aranzazu,Caldas,818,Germán Vargas Lleras
Aranzazu,Caldas,60,Humberto de la Calle
Aranzazu,Caldas,11,Viviane Morales
Aranzazu,Caldas,16,Jorque Antonio Trujillo Sarmiento
Belalcazar,Caldas,3177,Iván Duque
Belalcazar,Caldas,249,Gustavo Petro
Belalcazar,Caldas,768,Sergio Fajardo
Belalcazar,Caldas,1101,Germán Vargas Lleras
Belalcazar,Caldas,62,Humberto de la Calle
Belalcazar,Caldas,8,Viviane Morales
Belalcazar,Caldas,8,Jorque Antonio Trujillo Sarmiento
Chinchina,Caldas,10315,Iván Duque
Chinchina,Caldas,1610,Gustavo Petro
Chinchina,Caldas,9494,Sergio Fajardo
Chinchina,Caldas,1692,Germán Vargas Lleras
Chinchina,Caldas,565,Humberto de la Calle
Chinchina,Caldas,47,Viviane Morales
Chinchina,Caldas,74,Jorque Antonio Trujillo Sarmiento
Filadelfia,Caldas,2681,Iván Duque
Filadelfia,Caldas,181,Gustavo Petro
Filadelfia,Caldas,957,Sergio Fajardo
Filadelfia,Caldas,573,Germán Vargas Lleras
Filadelfia,Caldas,60,Humberto de la Calle
Filadelfia,Caldas,20,Viviane Morales
Filadelfia,Caldas,10,Jorque Antonio Trujillo Sarmiento
La Dorada,Caldas,13526,Iván Duque
La Dorada,Caldas,3555,Gustavo Petro
La Dorada,Caldas,5876,Sergio Fajardo
La Dorada,Caldas,3455,Germán Vargas Lleras
La Dorada,Caldas,599,Humberto de la Calle
La Dorada,Caldas,67,Viviane Morales
La Dorada,Caldas,141,Jorque Antonio Trujillo Sarmiento
La Merced,Caldas,1483,Iván Duque
La Merced,Caldas,108,Gustavo Petro
La Merced,Caldas,574,Sergio Fajardo
La Merced,Caldas,216,Germán Vargas Lleras
La Merced,Caldas,67,Humberto de la Calle
La Merced,Caldas,2,Viviane Morales
La Merced,Caldas,2,Jorque Antonio Trujillo Sarmiento
Manizales,Caldas,60410,Iván Duque
Manizales,Caldas,17312,Gustavo Petro
Manizales,Caldas,101796,Sergio Fajardo
Manizales,Caldas,10186,Germán Vargas Lleras
Manizales,Caldas,8847,Humberto de la Calle
Manizales,Caldas,617,Viviane Morales
Manizales,Caldas,672,Jorque Antonio Trujillo Sarmiento
Manzanares,Caldas,5347,Iván Duque
Manzanares,Caldas,280,Gustavo Petro
Manzanares,Caldas,958,Sergio Fajardo
Manzanares,Caldas,852,Germán Vargas Lleras
Manzanares,Caldas,168,Humberto de la Calle
Manzanares,Caldas,10,Viviane Morales
Manzanares,Caldas,23,Jorque Antonio Trujillo Sarmiento
Marmato,Caldas,1364,Iván Duque
Marmato,Caldas,274,Gustavo Petro
Marmato,Caldas,719,Sergio Fajardo
Marmato,Caldas,196,Germán Vargas Lleras
Marmato,Caldas,39,Humberto de la Calle
Marmato,Caldas,9,Viviane Morales
Marmato,Caldas,30,Jorque Antonio Trujillo Sarmiento
Marquetalia,Caldas,4006,Iván Duque
Marquetalia,Caldas,185,Gustavo Petro
Marquetalia,Caldas,816,Sergio Fajardo
Marquetalia,Caldas,730,Germán Vargas Lleras
Marquetalia,Caldas,58,Humberto de la Calle
Marquetalia,Caldas,17,Viviane Morales
Marquetalia,Caldas,37,Jorque Antonio Trujillo Sarmiento
Marulanda,Caldas,758,Iván Duque
Marulanda,Caldas,27,Gustavo Petro
Marulanda,Caldas,186,Sergio Fajardo
Marulanda,Caldas,130,Germán Vargas Lleras
Marulanda,Caldas,16,Humberto de la Calle
Marulanda,Caldas,3,Viviane Morales
Marulanda,Caldas,1,Jorque Antonio Trujillo Sarmiento
Neira,Caldas,5501,Iván Duque
Neira,Caldas,469,Gustavo Petro
Neira,Caldas,3172,Sergio Fajardo
Neira,Caldas,514,Germán Vargas Lleras
Neira,Caldas,470,Humberto de la Calle
Neira,Caldas,27,Viviane Morales
Neira,Caldas,20,Jorque Antonio Trujillo Sarmiento
Norcasia,Caldas,1403,Iván Duque
Norcasia,Caldas,238,Gustavo Petro
Norcasia,Caldas,619,Sergio Fajardo
Norcasia,Caldas,213,Germán Vargas Lleras
Norcasia,Caldas,106,Humberto de la Calle
Norcasia,Caldas,10,Viviane Morales
Norcasia,Caldas,22,Jorque Antonio Trujillo Sarmiento
Pacora,Caldas,3825,Iván Duque
Pacora,Caldas,194,Gustavo Petro
Pacora,Caldas,1110,Sergio Fajardo
Pacora,Caldas,543,Germán Vargas Lleras
Pacora,Caldas,361,Humberto de la Calle
Pacora,Caldas,24,Viviane Morales
Pacora,Caldas,19,Jorque Antonio Trujillo Sarmiento
Palestina,Caldas,3288,Iván Duque
Palestina,Caldas,407,Gustavo Petro
Palestina,Caldas,1765,Sergio Fajardo
Palestina,Caldas,1177,Germán Vargas Lleras
Palestina,Caldas,153,Humberto de la Calle
Palestina,Caldas,22,Viviane Morales
Palestina,Caldas,21,Jorque Antonio Trujillo Sarmiento
Pensilvania,Caldas,6404,Iván Duque
Pensilvania,Caldas,318,Gustavo Petro
Pensilvania,Caldas,1260,Sergio Fajardo
Pensilvania,Caldas,431,Germán Vargas Lleras
Pensilvania,Caldas,74,Humberto de la Calle
Pensilvania,Caldas,15,Viviane Morales
Pensilvania,Caldas,10,Jorque Antonio Trujillo Sarmiento
Riosucio,Caldas,11086,Iván Duque
Riosucio,Caldas,3300,Gustavo Petro
Riosucio,Caldas,4020,Sergio Fajardo
Riosucio,Caldas,719,Germán Vargas Lleras
Riosucio,Caldas,236,Humberto de la Calle
Riosucio,Caldas,46,Viviane Morales
Riosucio,Caldas,91,Jorque Antonio Trujillo Sarmiento
Risaralda,Caldas,3102,Iván Duque
Risaralda,Caldas,211,Gustavo Petro
Risaralda,Caldas,1023,Sergio Fajardo
Risaralda,Caldas,378,Germán Vargas Lleras
Risaralda,Caldas,166,Humberto de la Calle
Risaralda,Caldas,18,Viviane Morales
Risaralda,Caldas,15,Jorque Antonio Trujillo Sarmiento
Salamina,Caldas,3789,Iván Duque
Salamina,Caldas,354,Gustavo Petro
Salamina,Caldas,1931,Sergio Fajardo
Salamina,Caldas,476,Germán Vargas Lleras
Salamina,Caldas,319,Humberto de la Calle
Salamina,Caldas,19,Viviane Morales
Salamina,Caldas,15,Jorque Antonio Trujillo Sarmiento
Samana,Caldas,5970,Iván Duque
Samana,Caldas,467,Gustavo Petro
Samana,Caldas,990,Sergio Fajardo
Samana,Caldas,737,Germán Vargas Lleras
Samana,Caldas,99,Humberto de la Calle
Samana,Caldas,44,Viviane Morales
Samana,Caldas,15,Jorque Antonio Trujillo Sarmiento
San Jose,Caldas,1284,Iván Duque
San Jose,Caldas,115,Gustavo Petro
San Jose,Caldas,534,Sergio Fajardo
San Jose,Caldas,613,Germán Vargas Lleras
San Jose,Caldas,63,Humberto de la Calle
San Jose,Caldas,7,Viviane Morales
San Jose,Caldas,34,Jorque Antonio Trujillo Sarmiento
Supia,Caldas,6544,Iván Duque
Supia,Caldas,1103,Gustavo Petro
Supia,Caldas,2243,Sergio Fajardo
Supia,Caldas,492,Germán Vargas Lleras
Supia,Caldas,274,Humberto de la Calle
Supia,Caldas,19,Viviane Morales
Supia,Caldas,33,Jorque Antonio Trujillo Sarmiento
Victoria,Caldas,2265,Iván Duque
Victoria,Caldas,230,Gustavo Petro
Victoria,Caldas,609,Sergio Fajardo
Victoria,Caldas,965,Germán Vargas Lleras
Victoria,Caldas,95,Humberto de la Calle
Victoria,Caldas,9,Viviane Morales
Victoria,Caldas,11,Jorque Antonio Trujillo Sarmiento
Villamaria,Caldas,8394,Iván Duque
Villamaria,Caldas,1866,Gustavo Petro
Villamaria,Caldas,12167,Sergio Fajardo
Villamaria,Caldas,1974,Germán Vargas Lleras
Villamaria,Caldas,807,Humberto de la Calle
Villamaria,Caldas,64,Viviane Morales
Villamaria,Caldas,64,Jorque Antonio Trujillo Sarmiento
Viterbo,Caldas,4994,Iván Duque
Viterbo,Caldas,408,Gustavo Petro
Viterbo,Caldas,1361,Sergio Fajardo
Viterbo,Caldas,533,Germán Vargas Lleras
Viterbo,Caldas,58,Humberto de la Calle
Viterbo,Caldas,13,Viviane Morales
Viterbo,Caldas,5,Jorque Antonio Trujillo Sarmiento
Albania,Caqueta,1227,Iván Duque
Albania,Caqueta,239,Gustavo Petro
Albania,Caqueta,169,Sergio Fajardo
Albania,Caqueta,47,Germán Vargas Lleras
Albania,Caqueta,48,Humberto de la Calle
Albania,Caqueta,2,Viviane Morales
Albania,Caqueta,11,Jorque Antonio Trujillo Sarmiento
Belen De Los Andaquies,Caqueta,2422,Iván Duque
Belen De Los Andaquies,Caqueta,620,Gustavo Petro
Belen De Los Andaquies,Caqueta,365,Sergio Fajardo
Belen De Los Andaquies,Caqueta,91,Germán Vargas Lleras
Belen De Los Andaquies,Caqueta,62,Humberto de la Calle
Belen De Los Andaquies,Caqueta,6,Viviane Morales
Belen De Los Andaquies,Caqueta,18,Jorque Antonio Trujillo Sarmiento
Cartagena Del Chaira,Caqueta,2073,Iván Duque
Cartagena Del Chaira,Caqueta,2263,Gustavo Petro
Cartagena Del Chaira,Caqueta,780,Sergio Fajardo
Cartagena Del Chaira,Caqueta,162,Germán Vargas Lleras
Cartagena Del Chaira,Caqueta,219,Humberto de la Calle
Cartagena Del Chaira,Caqueta,48,Viviane Morales
Cartagena Del Chaira,Caqueta,33,Jorque Antonio Trujillo Sarmiento
Curillo,Caqueta,1684,Iván Duque
Curillo,Caqueta,491,Gustavo Petro
Curillo,Caqueta,210,Sergio Fajardo
Curillo,Caqueta,61,Germán Vargas Lleras
Curillo,Caqueta,46,Humberto de la Calle
Curillo,Caqueta,7,Viviane Morales
Curillo,Caqueta,12,Jorque Antonio Trujillo Sarmiento
El Doncello,Caqueta,3741,Iván Duque
El Doncello,Caqueta,1253,Gustavo Petro
El Doncello,Caqueta,1031,Sergio Fajardo
El Doncello,Caqueta,179,Germán Vargas Lleras
El Doncello,Caqueta,177,Humberto de la Calle
El Doncello,Caqueta,23,Viviane Morales
El Doncello,Caqueta,33,Jorque Antonio Trujillo Sarmiento
El Paujil,Caqueta,2089,Iván Duque
El Paujil,Caqueta,1418,Gustavo Petro
El Paujil,Caqueta,413,Sergio Fajardo
El Paujil,Caqueta,133,Germán Vargas Lleras
El Paujil,Caqueta,111,Humberto de la Calle
El Paujil,Caqueta,15,Viviane Morales
El Paujil,Caqueta,14,Jorque Antonio Trujillo Sarmiento
Florencia,Caqueta,35363,Iván Duque
Florencia,Caqueta,13274,Gustavo Petro
Florencia,Caqueta,13862,Sergio Fajardo
Florencia,Caqueta,1602,Germán Vargas Lleras
Florencia,Caqueta,939,Humberto de la Calle
Florencia,Caqueta,126,Viviane Morales
Florencia,Caqueta,185,Jorque Antonio Trujillo Sarmiento
La Montañita,Caqueta,1322,Iván Duque
La Montañita,Caqueta,1833,Gustavo Petro
La Montañita,Caqueta,327,Sergio Fajardo
La Montañita,Caqueta,322,Germán Vargas Lleras
La Montañita,Caqueta,95,Humberto de la Calle
La Montañita,Caqueta,15,Viviane Morales
La Montañita,Caqueta,16,Jorque Antonio Trujillo Sarmiento
Milan,Caqueta,1034,Iván Duque
Milan,Caqueta,585,Gustavo Petro
Milan,Caqueta,157,Sergio Fajardo
Milan,Caqueta,36,Germán Vargas Lleras
Milan,Caqueta,47,Humberto de la Calle
Milan,Caqueta,6,Viviane Morales
Milan,Caqueta,6,Jorque Antonio Trujillo Sarmiento
Morelia,Caqueta,1100,Iván Duque
Morelia,Caqueta,268,Gustavo Petro
Morelia,Caqueta,205,Sergio Fajardo
Morelia,Caqueta,58,Germán Vargas Lleras
Morelia,Caqueta,14,Humberto de la Calle
Morelia,Caqueta,4,Viviane Morales
Morelia,Caqueta,4,Jorque Antonio Trujillo Sarmiento
Puerto Rico,Caqueta,4031,Iván Duque
Puerto Rico,Caqueta,1656,Gustavo Petro
Puerto Rico,Caqueta,909,Sergio Fajardo
Puerto Rico,Caqueta,154,Germán Vargas Lleras
Puerto Rico,Caqueta,282,Humberto de la Calle
Puerto Rico,Caqueta,45,Viviane Morales
Puerto Rico,Caqueta,35,Jorque Antonio Trujillo Sarmiento
San Jose Del Fragua,Caqueta,2207,Iván Duque
San Jose Del Fragua,Caqueta,1129,Gustavo Petro
San Jose Del Fragua,Caqueta,493,Sergio Fajardo
San Jose Del Fragua,Caqueta,82,Germán Vargas Lleras
San Jose Del Fragua,Caqueta,70,Humberto de la Calle
San Jose Del Fragua,Caqueta,11,Viviane Morales
San Jose Del Fragua,Caqueta,11,Jorque Antonio Trujillo Sarmiento
San Vicente Del Caguan,Caqueta,6870,Iván Duque
San Vicente Del Caguan,Caqueta,3523,Gustavo Petro
San Vicente Del Caguan,Caqueta,1517,Sergio Fajardo
San Vicente Del Caguan,Caqueta,309,Germán Vargas Lleras
San Vicente Del Caguan,Caqueta,367,Humberto de la Calle
San Vicente Del Caguan,Caqueta,49,Viviane Morales
San Vicente Del Caguan,Caqueta,47,Jorque Antonio Trujillo Sarmiento
Solano,Caqueta,549,Iván Duque
Solano,Caqueta,763,Gustavo Petro
Solano,Caqueta,223,Sergio Fajardo
Solano,Caqueta,116,Germán Vargas Lleras
Solano,Caqueta,43,Humberto de la Calle
Solano,Caqueta,10,Viviane Morales
Solano,Caqueta,6,Jorque Antonio Trujillo Sarmiento
Solita,Caqueta,979,Iván Duque
Solita,Caqueta,302,Gustavo Petro
Solita,Caqueta,172,Sergio Fajardo
Solita,Caqueta,65,Germán Vargas Lleras
Solita,Caqueta,52,Humberto de la Calle
Solita,Caqueta,11,Viviane Morales
Solita,Caqueta,8,Jorque Antonio Trujillo Sarmiento
Valparaiso,Caqueta,1193,Iván Duque
Valparaiso,Caqueta,348,Gustavo Petro
Valparaiso,Caqueta,324,Sergio Fajardo
Valparaiso,Caqueta,80,Germán Vargas Lleras
Valparaiso,Caqueta,103,Humberto de la Calle
Valparaiso,Caqueta,3,Viviane Morales
Valparaiso,Caqueta,4,Jorque Antonio Trujillo Sarmiento
Aguazul,Casanare,10644,Iván Duque
Aguazul,Casanare,2872,Gustavo Petro
Aguazul,Casanare,4328,Sergio Fajardo
Aguazul,Casanare,313,Germán Vargas Lleras
Aguazul,Casanare,140,Humberto de la Calle
Aguazul,Casanare,41,Viviane Morales
Aguazul,Casanare,42,Jorque Antonio Trujillo Sarmiento
Chameza,Casanare,742,Iván Duque
Chameza,Casanare,174,Gustavo Petro
Chameza,Casanare,132,Sergio Fajardo
Chameza,Casanare,27,Germán Vargas Lleras
Chameza,Casanare,24,Humberto de la Calle
Chameza,Casanare,2,Viviane Morales
Chameza,Casanare,2,Jorque Antonio Trujillo Sarmiento
Hato Corozal,Casanare,3284,Iván Duque
Hato Corozal,Casanare,540,Gustavo Petro
Hato Corozal,Casanare,260,Sergio Fajardo
Hato Corozal,Casanare,62,Germán Vargas Lleras
Hato Corozal,Casanare,28,Humberto de la Calle
Hato Corozal,Casanare,19,Viviane Morales
Hato Corozal,Casanare,15,Jorque Antonio Trujillo Sarmiento
La Salina,Casanare,66,Iván Duque
La Salina,Casanare,215,Gustavo Petro
La Salina,Casanare,16,Sergio Fajardo
La Salina,Casanare,9,Germán Vargas Lleras
La Salina,Casanare,129,Humberto de la Calle
La Salina,Casanare,5,Viviane Morales
La Salina,Casanare,16,Jorque Antonio Trujillo Sarmiento
Mani,Casanare,4270,Iván Duque
Mani,Casanare,823,Gustavo Petro
Mani,Casanare,956,Sergio Fajardo
Mani,Casanare,198,Germán Vargas Lleras
Mani,Casanare,57,Humberto de la Calle
Mani,Casanare,21,Viviane Morales
Mani,Casanare,25,Jorque Antonio Trujillo Sarmiento
Monterrey,Casanare,4394,Iván Duque
Monterrey,Casanare,958,Gustavo Petro
Monterrey,Casanare,1675,Sergio Fajardo
Monterrey,Casanare,103,Germán Vargas Lleras
Monterrey,Casanare,37,Humberto de la Calle
Monterrey,Casanare,15,Viviane Morales
Monterrey,Casanare,28,Jorque Antonio Trujillo Sarmiento
Nunchia,Casanare,3032,Iván Duque
Nunchia,Casanare,233,Gustavo Petro
Nunchia,Casanare,456,Sergio Fajardo
Nunchia,Casanare,106,Germán Vargas Lleras
Nunchia,Casanare,33,Humberto de la Calle
Nunchia,Casanare,9,Viviane Morales
Nunchia,Casanare,6,Jorque Antonio Trujillo Sarmiento
Orocue,Casanare,2895,Iván Duque
Orocue,Casanare,616,Gustavo Petro
Orocue,Casanare,445,Sergio Fajardo
Orocue,Casanare,38,Germán Vargas Lleras
Orocue,Casanare,22,Humberto de la Calle
Orocue,Casanare,9,Viviane Morales
Orocue,Casanare,9,Jorque Antonio Trujillo Sarmiento
Paz De Ariporo (moreno),Casanare,11418,Iván Duque
Paz De Ariporo (moreno),Casanare,1449,Gustavo Petro
Paz De Ariporo (moreno),Casanare,1615,Sergio Fajardo
Paz De Ariporo (moreno),Casanare,226,Germán Vargas Lleras
Paz De Ariporo (moreno),Casanare,79,Humberto de la Calle
Paz De Ariporo (moreno),Casanare,19,Viviane Morales
Paz De Ariporo (moreno),Casanare,14,Jorque Antonio Trujillo Sarmiento
Pore,Casanare,3540,Iván Duque
Pore,Casanare,386,Gustavo Petro
Pore,Casanare,428,Sergio Fajardo
Pore,Casanare,52,Germán Vargas Lleras
Pore,Casanare,26,Humberto de la Calle
Pore,Casanare,6,Viviane Morales
Pore,Casanare,12,Jorque Antonio Trujillo Sarmiento
Recetor,Casanare,449,Iván Duque
Recetor,Casanare,141,Gustavo Petro
Recetor,Casanare,119,Sergio Fajardo
Recetor,Casanare,12,Germán Vargas Lleras
Recetor,Casanare,3,Humberto de la Calle
Recetor,Casanare,1,Viviane Morales
Recetor,Casanare,4,Jorque Antonio Trujillo Sarmiento
Sabanalarga,Casanare,1011,Iván Duque
Sabanalarga,Casanare,210,Gustavo Petro
Sabanalarga,Casanare,330,Sergio Fajardo
Sabanalarga,Casanare,69,Germán Vargas Lleras
Sabanalarga,Casanare,12,Humberto de la Calle
Sabanalarga,Casanare,1,Viviane Morales
Sabanalarga,Casanare,3,Jorque Antonio Trujillo Sarmiento
Sacama,Casanare,206,Iván Duque
Sacama,Casanare,344,Gustavo Petro
Sacama,Casanare,59,Sergio Fajardo
Sacama,Casanare,21,Germán Vargas Lleras
Sacama,Casanare,16,Humberto de la Calle
Sacama,Casanare,2,Viviane Morales
Sacama,Casanare,5,Jorque Antonio Trujillo Sarmiento
San Luis De Palenque,Casanare,2557,Iván Duque
