municipio,departamento,votos,candidato
Sativasur,Boyaca,204,Gustavo Petro
Siachoque,Boyaca,2363,Iván Duque
Siachoque,Boyaca,1291,Gustavo Petro
Soata,Boyaca,3279,Iván Duque
Soata,Boyaca,1188,Gustavo Petro
Socha,Boyaca,1845,Iván Duque
Socha,Boyaca,1241,Gustavo Petro
Socota,Boyaca,2224,Iván Duque
Socota,Boyaca,715,Gustavo Petro
Sogamoso,Boyaca,25838,Iván Duque
Sogamoso,Boyaca,30400,Gustavo Petro
Somondoco,Boyaca,985,Iván Duque
Somondoco,Boyaca,411,Gustavo Petro
Sora,Boyaca,748,Iván Duque
Sora,Boyaca,800,Gustavo Petro
Soraca,Boyaca,2101,Iván Duque
Soraca,Boyaca,1279,Gustavo Petro
Sotaquira,Boyaca,2459,Iván Duque
Sotaquira,Boyaca,1100,Gustavo Petro
Susacon,Boyaca,1295,Iván Duque
Susacon,Boyaca,223,Gustavo Petro
Sutamarchan,Boyaca,2324,Iván Duque
Sutamarchan,Boyaca,1027,Gustavo Petro
Sutatenza,Boyaca,1471,Iván Duque
Sutatenza,Boyaca,545,Gustavo Petro
Tasco,Boyaca,1166,Iván Duque
Tasco,Boyaca,1100,Gustavo Petro
Tenza,Boyaca,1365,Iván Duque
Tenza,Boyaca,420,Gustavo Petro
Tibana,Boyaca,1942,Iván Duque
Tibana,Boyaca,1401,Gustavo Petro
Tibasosa,Boyaca,2360,Iván Duque
Tibasosa,Boyaca,2737,Gustavo Petro
Tinjaca,Boyaca,1021,Iván Duque
Tinjaca,Boyaca,581,Gustavo Petro
Tipacoque,Boyaca,1303,Iván Duque
Tipacoque,Boyaca,399,Gustavo Petro
Toca,Boyaca,1846,Iván Duque
Toca,Boyaca,1811,Gustavo Petro
Togui,Boyaca,1643,Iván Duque
Togui,Boyaca,495,Gustavo Petro
Topaga,Boyaca,1226,Iván Duque
Topaga,Boyaca,674,Gustavo Petro
Tota,Boyaca,1576,Iván Duque
Tota,Boyaca,386,Gustavo Petro
Tunja,Boyaca,28712,Iván Duque
Tunja,Boyaca,47413,Gustavo Petro
Tunungua,Boyaca,545,Iván Duque
Tunungua,Boyaca,235,Gustavo Petro
Turmeque,Boyaca,1471,Iván Duque
Turmeque,Boyaca,1275,Gustavo Petro
Tuta,Boyaca,2392,Iván Duque
Tuta,Boyaca,2049,Gustavo Petro
Tutaza,Boyaca,579,Iván Duque
Tutaza,Boyaca,449,Gustavo Petro
Umbita,Boyaca,2390,Iván Duque
Umbita,Boyaca,834,Gustavo Petro
Ventaquemada,Boyaca,2971,Iván Duque
Ventaquemada,Boyaca,2786,Gustavo Petro
Villa De Leiva,Boyaca,4204,Iván Duque
Villa De Leiva,Boyaca,2925,Gustavo Petro
Viracacha,Boyaca,1151,Iván Duque
Viracacha,Boyaca,339,Gustavo Petro
Zetaquira,Boyaca,1523,Iván Duque
Zetaquira,Boyaca,711,Gustavo Petro
Aguadas,Caldas,8896,Iván Duque
Aguadas,Caldas,1048,Gustavo Petro
Anserma,Caldas,11995,Iván Duque
Anserma,Caldas,2683,Gustavo Petro
Aranzazu,Caldas,5136,Iván Duque
Aranzazu,Caldas,534,Gustavo Petro
Belalcazar,Caldas,3978,Iván Duque
Belalcazar,Caldas,1043,Gustavo Petro
Chinchina,Caldas,16046,Iván Duque
Chinchina,Caldas,6017,Gustavo Petro
Filadelfia,Caldas,4077,Iván Duque
Filadelfia,Caldas,618,Gustavo Petro
La Dorada,Caldas,19211,Iván Duque
La Dorada,Caldas,7189,Gustavo Petro
La Merced,Caldas,2178,Iván Duque
La Merced,Caldas,431,Gustavo Petro
Manizales,Caldas,103834,Iván Duque
Manizales,Caldas,71138,Gustavo Petro
Manzanares,Caldas,6792,Iván Duque
Manzanares,Caldas,986,Gustavo Petro
Marmato,Caldas,2131,Iván Duque
Marmato,Caldas,634,Gustavo Petro
Marquetalia,Caldas,5089,Iván Duque
Marquetalia,Caldas,836,Gustavo Petro
Marulanda,Caldas,993,Iván Duque
Marulanda,Caldas,143,Gustavo Petro
Neira,Caldas,8036,Iván Duque
Neira,Caldas,2052,Gustavo Petro
Norcasia,Caldas,1945,Iván Duque
Norcasia,Caldas,584,Gustavo Petro
Pacora,Caldas,5762,Iván Duque
Pacora,Caldas,575,Gustavo Petro
Palestina,Caldas,4860,Iván Duque
Palestina,Caldas,1714,Gustavo Petro
Pensilvania,Caldas,7704,Iván Duque
Pensilvania,Caldas,1029,Gustavo Petro
Riosucio,Caldas,14425,Iván Duque
Riosucio,Caldas,6517,Gustavo Petro
Risaralda,Caldas,4177,Iván Duque
Risaralda,Caldas,773,Gustavo Petro
Salamina,Caldas,5616,Iván Duque
Salamina,Caldas,1427,Gustavo Petro
Samana,Caldas,7458,Iván Duque
Samana,Caldas,1079,Gustavo Petro
San Jose,Caldas,1940,Iván Duque
San Jose,Caldas,486,Gustavo Petro
Supia,Caldas,8552,Iván Duque
Supia,Caldas,2219,Gustavo Petro
Victoria,Caldas,3344,Iván Duque
Victoria,Caldas,668,Gustavo Petro
Villamaria,Caldas,13878,Iván Duque
Villamaria,Caldas,7988,Gustavo Petro
Viterbo,Caldas,5867,Iván Duque
Viterbo,Caldas,1065,Gustavo Petro
Albania,Caqueta,1519,Iván Duque
Albania,Caqueta,370,Gustavo Petro
Belen De Los Andaquies,Caqueta,2689,Iván Duque
Belen De Los Andaquies,Caqueta,968,Gustavo Petro
Cartagena Del Chaira,Caqueta,2731,Iván Duque
Cartagena Del Chaira,Caqueta,3228,Gustavo Petro
Curillo,Caqueta,1835,Iván Duque
Curillo,Caqueta,695,Gustavo Petro
El Doncello,Caqueta,4540,Iván Duque
El Doncello,Caqueta,2221,Gustavo Petro
El Paujil,Caqueta,2552,Iván Duque
El Paujil,Caqueta,1873,Gustavo Petro
Florencia,Caqueta,40590,Iván Duque
Florencia,Caqueta,20592,Gustavo Petro
La Montañita,Caqueta,1730,Iván Duque
La Montañita,Caqueta,2213,Gustavo Petro
Milan,Caqueta,1306,Iván Duque
Milan,Caqueta,669,Gustavo Petro
Morelia,Caqueta,1293,Iván Duque
Morelia,Caqueta,364,Gustavo Petro
Puerto Rico,Caqueta,4775,Iván Duque
Puerto Rico,Caqueta,2314,Gustavo Petro
San Jose Del Fragua,Caqueta,2666,Iván Duque
San Jose Del Fragua,Caqueta,1438,Gustavo Petro
San Vicente Del Caguan,Caqueta,7758,Iván Duque
San Vicente Del Caguan,Caqueta,4440,Gustavo Petro
Solano,Caqueta,894,Iván Duque
Solano,Caqueta,1135,Gustavo Petro
Solita,Caqueta,1343,Iván Duque
Solita,Caqueta,431,Gustavo Petro
Valparaiso,Caqueta,1468,Iván Duque
Valparaiso,Caqueta,560,Gustavo Petro
Aguazul,Casanare,12689,Iván Duque
Aguazul,Casanare,4896,Gustavo Petro
Chameza,Casanare,902,Iván Duque
Chameza,Casanare,259,Gustavo Petro
Hato Corozal,Casanare,3749,Iván Duque
Hato Corozal,Casanare,648,Gustavo Petro
La Salina,Casanare,117,Iván Duque
La Salina,Casanare,315,Gustavo Petro
Mani,Casanare,5047,Iván Duque
Mani,Casanare,1291,Gustavo Petro
Monterrey,Casanare,4943,Iván Duque
Monterrey,Casanare,1784,Gustavo Petro
Nunchia,Casanare,3488,Iván Duque
Nunchia,Casanare,491,Gustavo Petro
Orocue,Casanare,3097,Iván Duque
Orocue,Casanare,860,Gustavo Petro
Paz De Ariporo (moreno),Casanare,12747,Iván Duque
Paz De Ariporo (moreno),Casanare,2243,Gustavo Petro
Pore,Casanare,3978,Iván Duque
Pore,Casanare,582,Gustavo Petro
Recetor,Casanare,574,Iván Duque
Recetor,Casanare,189,Gustavo Petro
Sabanalarga,Casanare,1238,Iván Duque
Sabanalarga,Casanare,367,Gustavo Petro
Sacama,Casanare,257,Iván Duque
Sacama,Casanare,431,Gustavo Petro
San Luis De Palenque,Casanare,3186,Iván Duque
San Luis De Palenque,Casanare,426,Gustavo Petro
Tamara,Casanare,2227,Iván Duque
Tamara,Casanare,395,Gustavo Petro
Tauramena,Casanare,7987,Iván Duque
Tauramena,Casanare,2447,Gustavo Petro
Trinidad,Casanare,4653,Iván Duque
Trinidad,Casanare,778,Gustavo Petro
Villanueva,Casanare,9580,Iván Duque
Villanueva,Casanare,3254,Gustavo Petro
Yopal,Casanare,47447,Iván Duque
Yopal,Casanare,19903,Gustavo Petro
Almaguer,Cauca,865,Iván Duque
Almaguer,Cauca,5070,Gustavo Petro
Argelia,Cauca,758,Iván Duque
Argelia,Cauca,8661,Gustavo Petro
Balboa,Cauca,894,Iván Duque
Balboa,Cauca,5766,Gustavo Petro
Bolivar,Cauca,3051,Iván Duque
Bolivar,Cauca,10598,Gustavo Petro
Buenos Aires,Cauca,3531,Iván Duque
Buenos Aires,Cauca,3467,Gustavo Petro
Cajibio,Cauca,4607,Iván Duque
Cajibio,Cauca,5763,Gustavo Petro
Caldono,Cauca,2976,Iván Duque
Caldono,Cauca,9177,Gustavo Petro
Caloto,Cauca,3149,Iván Duque
Caloto,Cauca,7336,Gustavo Petro
Corinto,Cauca,3127,Iván Duque
Corinto,Cauca,7164,Gustavo Petro
El Tambo,Cauca,7603,Iván Duque
El Tambo,Cauca,6547,Gustavo Petro
Florencia,Cauca,692,Iván Duque
Florencia,Cauca,1827,Gustavo Petro
Guachene,Cauca,1640,Iván Duque
Guachene,Cauca,6164,Gustavo Petro
Guapi,Cauca,1286,Iván Duque
Guapi,Cauca,6023,Gustavo Petro
Inza,Cauca,2807,Iván Duque
Inza,Cauca,6049,Gustavo Petro
Jambalo,Cauca,448,Iván Duque
Jambalo,Cauca,4825,Gustavo Petro
La Sierra,Cauca,1941,Iván Duque
La Sierra,Cauca,2324,Gustavo Petro
La Vega,Cauca,2026,Iván Duque
La Vega,Cauca,4461,Gustavo Petro
Lopez (micay),Cauca,1783,Iván Duque
Lopez (micay),Cauca,2380,Gustavo Petro
Mercaderes,Cauca,1205,Iván Duque
Mercaderes,Cauca,4914,Gustavo Petro
Miranda,Cauca,3105,Iván Duque
Miranda,Cauca,8606,Gustavo Petro
Morales,Cauca,4379,Iván Duque
Morales,Cauca,4611,Gustavo Petro
Padilla,Cauca,875,Iván Duque
Padilla,Cauca,2842,Gustavo Petro
Paez (belalcazar),Cauca,2956,Iván Duque
Paez (belalcazar),Cauca,6755,Gustavo Petro
Patia (el Bordo),Cauca,3040,Iván Duque
Patia (el Bordo),Cauca,6934,Gustavo Petro
Piamonte,Cauca,884,Iván Duque
Piamonte,Cauca,1300,Gustavo Petro
Piendamo,Cauca,7780,Iván Duque
Piendamo,Cauca,5921,Gustavo Petro
Popayan,Cauca,49254,Iván Duque
Popayan,Cauca,80628,Gustavo Petro
Puerto Tejada,Cauca,2793,Iván Duque
Puerto Tejada,Cauca,14504,Gustavo Petro
Purace (coconuco),Cauca,1680,Iván Duque
Purace (coconuco),Cauca,2575,Gustavo Petro
Rosas,Cauca,2257,Iván Duque
Rosas,Cauca,2007,Gustavo Petro
San Sebastian,Cauca,1161,Iván Duque
San Sebastian,Cauca,2014,Gustavo Petro
Santa Rosa,Cauca,746,Iván Duque
Santa Rosa,Cauca,1121,Gustavo Petro
Santander De Quilichao,Cauca,15262,Iván Duque
Santander De Quilichao,Cauca,24162,Gustavo Petro
Silvia,Cauca,2528,Iván Duque
Silvia,Cauca,9954,Gustavo Petro
Sotara (paispamba),Cauca,1580,Iván Duque
Sotara (paispamba),Cauca,2129,Gustavo Petro
Suarez,Cauca,3166,Iván Duque
Suarez,Cauca,3492,Gustavo Petro
Sucre,Cauca,269,Iván Duque
Sucre,Cauca,2683,Gustavo Petro
Timbio,Cauca,7058,Iván Duque
Timbio,Cauca,6460,Gustavo Petro
Timbiqui,Cauca,1126,Iván Duque
Timbiqui,Cauca,5684,Gustavo Petro
Toribio,Cauca,1165,Iván Duque
Toribio,Cauca,9803,Gustavo Petro
Totoro,Cauca,1351,Iván Duque
Totoro,Cauca,4514,Gustavo Petro
Villa Rica,Cauca,1387,Iván Duque
Villa Rica,Cauca,6228,Gustavo Petro
Aguachica,Cesar,27469,Iván Duque
Aguachica,Cesar,10659,Gustavo Petro
Agustin Codazzi,Cesar,11874,Iván Duque
Agustin Codazzi,Cesar,9128,Gustavo Petro
Astrea,Cesar,4388,Iván Duque
Astrea,Cesar,3054,Gustavo Petro
Becerril,Cesar,2750,Iván Duque
Becerril,Cesar,4650,Gustavo Petro
Bosconia,Cesar,7286,Iván Duque
Bosconia,Cesar,5946,Gustavo Petro
Chimichagua,Cesar,6821,Iván Duque
Chimichagua,Cesar,3996,Gustavo Petro
Chiriguana,Cesar,5424,Iván Duque
Chiriguana,Cesar,5386,Gustavo Petro
Curumani,Cesar,6456,Iván Duque
Curumani,Cesar,5948,Gustavo Petro
El Copey,Cesar,4809,Iván Duque
El Copey,Cesar,5851,Gustavo Petro
El Paso,Cesar,3990,Iván Duque
El Paso,Cesar,7783,Gustavo Petro
Gamarra,Cesar,3504,Iván Duque
Gamarra,Cesar,1539,Gustavo Petro
Gonzalez,Cesar,1254,Iván Duque
Gonzalez,Cesar,423,Gustavo Petro
La Gloria,Cesar,3911,Iván Duque
La Gloria,Cesar,1989,Gustavo Petro
La Jagua De Ibirico,Cesar,5108,Iván Duque
La Jagua De Ibirico,Cesar,9399,Gustavo Petro
La Paz,Cesar,6483,Iván Duque
La Paz,Cesar,3032,Gustavo Petro
Manaure Balcon Del Cesar (mana,Cesar,2382,Iván Duque
Manaure Balcon Del Cesar (mana,Cesar,1776,Gustavo Petro
Pailitas,Cesar,4323,Iván Duque
Pailitas,Cesar,2920,Gustavo Petro
Pelaya,Cesar,4985,Iván Duque
Pelaya,Cesar,1907,Gustavo Petro
Pueblo Bello,Cesar,3156,Iván Duque
Pueblo Bello,Cesar,4129,Gustavo Petro
Rio De Oro,Cesar,6080,Iván Duque
Rio De Oro,Cesar,2030,Gustavo Petro
San Alberto,Cesar,5599,Iván Duque
San Alberto,Cesar,3997,Gustavo Petro
San Diego,Cesar,4662,Iván Duque
San Diego,Cesar,2733,Gustavo Petro
San Martin,Cesar,5730,Iván Duque
San Martin,Cesar,3361,Gustavo Petro
Tamalameque,Cesar,2656,Iván Duque
Tamalameque,Cesar,2214,Gustavo Petro
Valledupar,Cesar,75650,Iván Duque
Valledupar,Cesar,70325,Gustavo Petro
Acandi,Choco,2009,Iván Duque
Acandi,Choco,1220,Gustavo Petro
Alto Baudo (pie De Pato),Choco,305,Iván Duque
Alto Baudo (pie De Pato),Choco,3834,Gustavo Petro
Atrato (yuto),Choco,1078,Iván Duque
Atrato (yuto),Choco,2231,Gustavo Petro
Bagado,Choco,921,Iván Duque
Bagado,Choco,1571,Gustavo Petro
Bahia Solano (mutis),Choco,1484,Iván Duque
Bahia Solano (mutis),Choco,1158,Gustavo Petro
Bajo Baudo (pizarro),Choco,1110,Iván Duque
Bajo Baudo (pizarro),Choco,1630,Gustavo Petro
Bojaya (bellavista),Choco,532,Iván Duque
Bojaya (bellavista),Choco,1494,Gustavo Petro
Carmen Del Darien,Choco,500,Iván Duque
Carmen Del Darien,Choco,1760,Gustavo Petro
Certegui,Choco,980,Iván Duque
Certegui,Choco,877,Gustavo Petro
Condoto,Choco,1627,Iván Duque
Condoto,Choco,2166,Gustavo Petro
EL Canton Del San Pablo (man.,Choco,1097,Iván Duque
EL Canton Del San Pablo (man.,Choco,784,Gustavo Petro
El Carmen,Choco,2118,Iván Duque
El Carmen,Choco,825,Gustavo Petro
El Litoral Del San Juan,Choco,166,Iván Duque
El Litoral Del San Juan,Choco,2678,Gustavo Petro
Istmina,Choco,3135,Iván Duque
Istmina,Choco,4404,Gustavo Petro
Jurado,Choco,393,Iván Duque
Jurado,Choco,389,Gustavo Petro
Lloro,Choco,1673,Iván Duque
Lloro,Choco,1283,Gustavo Petro
Medio Atrato (bete),Choco,649,Iván Duque
Medio Atrato (bete),Choco,1371,Gustavo Petro
Medio Baudo (puerto Meluk),Choco,1951,Iván Duque
Medio Baudo (puerto Meluk),Choco,1208,Gustavo Petro
Medio San Juan,Choco,570,Iván Duque
Medio San Juan,Choco,2225,Gustavo Petro
Novita,Choco,1277,Iván Duque
Novita,Choco,736,Gustavo Petro
Nuqui,Choco,436,Iván Duque
Nuqui,Choco,1281,Gustavo Petro
Quibdo,Choco,11717,Iván Duque
Quibdo,Choco,21931,Gustavo Petro
Rio Iro,Choco,722,Iván Duque
Rio Iro,Choco,604,Gustavo Petro
Rio Quito (paimado),Choco,1407,Iván Duque
Rio Quito (paimado),Choco,1694,Gustavo Petro
Riosucio,Choco,1945,Iván Duque
Riosucio,Choco,4173,Gustavo Petro
San Jose Del Palmar,Choco,527,Iván Duque
San Jose Del Palmar,Choco,600,Gustavo Petro
Sipi,Choco,180,Iván Duque
Sipi,Choco,771,Gustavo Petro
Tado,Choco,2988,Iván Duque
Tado,Choco,2339,Gustavo Petro
Unguia,Choco,1548,Iván Duque
Unguia,Choco,1325,Gustavo Petro
Union Panamericana (las Animas,Choco,1244,Iván Duque
Union Panamericana (las Animas,Choco,886,Gustavo Petro
Alemania,Consulados,585,Iván Duque
Alemania,Consulados,1895,Gustavo Petro
Argelia,Consulados,4,Iván Duque
Argelia,Consulados,2,Gustavo Petro
Argentina,Consulados,1756,Iván Duque
Argentina,Consulados,5624,Gustavo Petro
Aruba,Consulados,1893,Iván Duque
Aruba,Consulados,331,Gustavo Petro
Arzerbaiyan,Consulados,12,Iván Duque
Arzerbaiyan,Consulados,4,Gustavo Petro
Australia,Consulados,2038,Iván Duque
Australia,Consulados,3908,Gustavo Petro
Austria,Consulados,141,Iván Duque
Austria,Consulados,309,Gustavo Petro
Belgica,Consulados,417,Iván Duque
Belgica,Consulados,647,Gustavo Petro
Belice,Consulados,8,Iván Duque
Belice,Consulados,11,Gustavo Petro
Bolivia,Consulados,272,Iván Duque
Bolivia,Consulados,127,Gustavo Petro
Brasil,Consulados,690,Iván Duque
Brasil,Consulados,1282,Gustavo Petro
Canada,Consulados,7995,Iván Duque
Canada,Consulados,5532,Gustavo Petro
Chile,Consulados,3267,Iván Duque
Chile,Consulados,3110,Gustavo Petro
China Republica Popular,Consulados,215,Iván Duque
China Republica Popular,Consulados,171,Gustavo Petro
Chipre,Consulados,14,Iván Duque
Chipre,Consulados,12,Gustavo Petro
Corea Del Sur,Consulados,37,Iván Duque
Corea Del Sur,Consulados,54,Gustavo Petro
Costa Rica,Consulados,2582,Iván Duque
Costa Rica,Consulados,738,Gustavo Petro
Cuba,Consulados,64,Iván Duque
Cuba,Consulados,132,Gustavo Petro
Curazao,Consulados,551,Iván Duque
Curazao,Consulados,152,Gustavo Petro
Dinamarca,Consulados,27,Iván Duque
Dinamarca,Consulados,56,Gustavo Petro
Ecuador,Consulados,5038,Iván Duque
Ecuador,Consulados,2258,Gustavo Petro
Egipto,Consulados,13,Iván Duque
Egipto,Consulados,21,Gustavo Petro
El Salvador,Consulados,170,Iván Duque
El Salvador,Consulados,58,Gustavo Petro
Emiratos Arabes Unidos,Consulados,925,Iván Duque
Emiratos Arabes Unidos,Consulados,174,Gustavo Petro
España,Consulados,14072,Iván Duque
España,Consulados,9515,Gustavo Petro
Estados Unidos,Consulados,91385,Iván Duque
Estados Unidos,Consulados,13673,Gustavo Petro
Finlandia,Consulados,39,Iván Duque
Finlandia,Consulados,83,Gustavo Petro
Francia,Consulados,1589,Iván Duque
Francia,Consulados,3189,Gustavo Petro
Ghana,Consulados,4,Iván Duque
Ghana,Consulados,8,Gustavo Petro
Grecia,Consulados,28,Iván Duque
Grecia,Consulados,15,Gustavo Petro
Guatemala,Consulados,485,Iván Duque
Guatemala,Consulados,90,Gustavo Petro
Honduras,Consulados,153,Iván Duque
Honduras,Consulados,38,Gustavo Petro
India,Consulados,12,Iván Duque
India,Consulados,9,Gustavo Petro
Indonesia,Consulados,17,Iván Duque
Indonesia,Consulados,12,Gustavo Petro
Inglaterra,Consulados,2997,Iván Duque
Inglaterra,Consulados,2105,Gustavo Petro
Irlanda,Consulados,39,Iván Duque
Irlanda,Consulados,61,Gustavo Petro
Israel,Consulados,238,Iván Duque
Israel,Consulados,71,Gustavo Petro
Italia,Consulados,1225,Iván Duque
Italia,Consulados,907,Gustavo Petro
Jamaica,Consulados,71,Iván Duque
Jamaica,Consulados,5,Gustavo Petro
Japon,Consulados,129,Iván Duque
Japon,Consulados,98,Gustavo Petro
Kenia,Consulados,11,Iván Duque
Kenia,Consulados,13,Gustavo Petro
Libano,Consulados,95,Iván Duque
Libano,Consulados,5,Gustavo Petro
Luxemburgo,Consulados,29,Iván Duque
Luxemburgo,Consulados,26,Gustavo Petro
Malasia,Consulados,34,Iván Duque
Malasia,Consulados,15,Gustavo Petro
Marruecos,Consulados,6,Iván Duque
Marruecos,Consulados,14,Gustavo Petro
Mexico,Consulados,2559,Iván Duque
Mexico,Consulados,2204,Gustavo Petro
Nicaragua,Consulados,59,Iván Duque
Nicaragua,Consulados,28,Gustavo Petro
Noruega,Consulados,37,Iván Duque
Noruega,Consulados,130,Gustavo Petro
Nueva Zelandia,Consulados,187,Iván Duque
Nueva Zelandia,Consulados,372,Gustavo Petro
Paises Bajos,Consulados,447,Iván Duque
Paises Bajos,Consulados,600,Gustavo Petro
Panama,Consulados,4698,Iván Duque
Panama,Consulados,1227,Gustavo Petro
Paraguay,Consulados,134,Iván Duque
Paraguay,Consulados,54,Gustavo Petro
Peru,Consulados,1286,Iván Duque
Peru,Consulados,628,Gustavo Petro
Polonia,Consulados,41,Iván Duque
Polonia,Consulados,69,Gustavo Petro
Portugal,Consulados,117,Iván Duque
Portugal,Consulados,145,Gustavo Petro
Puerto Rico,Consulados,419,Iván Duque
Puerto Rico,Consulados,211,Gustavo Petro
Republica De Filipinas,Consulados,36,Iván Duque
Republica De Filipinas,Consulados,27,Gustavo Petro
Republica De Singapur,Consulados,70,Iván Duque
Republica De Singapur,Consulados,42,Gustavo Petro
Republica Dominicana,Consulados,702,Iván Duque
Republica Dominicana,Consulados,235,Gustavo Petro
Republica Socialista Devietnam,Consulados,7,Iván Duque
Republica Socialista Devietnam,Consulados,14,Gustavo Petro
Rusia,Consulados,34,Iván Duque
Rusia,Consulados,96,Gustavo Petro
Sudafrica,Consulados,53,Iván Duque
Sudafrica,Consulados,40,Gustavo Petro
Suecia,Consulados,206,Iván Duque
Suecia,Consulados,361,Gustavo Petro
Suiza,Consulados,799,Iván Duque
Suiza,Consulados,945,Gustavo Petro
Tailandia,Consulados,22,Iván Duque
Tailandia,Consulados,18,Gustavo Petro
Trinidad Y Tobago,Consulados,45,Iván Duque
Trinidad Y Tobago,Consulados,22,Gustavo Petro
Turquia,Consulados,18,Iván Duque
Turquia,Consulados,46,Gustavo Petro
Uruguay,Consulados,128,Iván Duque
Uruguay,Consulados,177,Gustavo Petro
Venezuela,Consulados,27519,Iván Duque
Venezuela,Consulados,5307,Gustavo Petro
Ayapel,Cordoba,8973,Iván Duque
Ayapel,Cordoba,4806,Gustavo Petro
Buenavista,Cordoba,3522,Iván Duque
Buenavista,Cordoba,4233,Gustavo Petro
Canalete,Cordoba,3470,Iván Duque
Canalete,Cordoba,3562,Gustavo Petro
Cerete,Cordoba,18144,Iván Duque
Cerete,Cordoba,20822,Gustavo Petro
Chima,Cordoba,3454,Iván Duque
Chima,Cordoba,3205,Gustavo Petro
Chinu,Cordoba,14025,Iván Duque
Chinu,Cordoba,7105,Gustavo Petro
Cienaga De Oro,Cordoba,8873,Iván Duque
Cienaga De Oro,Cordoba,14634,Gustavo Petro
Cotorra (bongo),Cordoba,4073,Iván Duque
Cotorra (bongo),Cordoba,3722,Gustavo Petro
La Apartada (frontera),Cordoba,2179,Iván Duque
La Apartada (frontera),Cordoba,3445,Gustavo Petro
Lorica,Cordoba,21750,Iván Duque
Lorica,Cordoba,21738,Gustavo Petro
Los Cordobas,Cordoba,4335,Iván Duque
Los Cordobas,Cordoba,2847,Gustavo Petro
Momil,Cordoba,4254,Iván Duque
Momil,Cordoba,3345,Gustavo Petro
Montelibano,Cordoba,8596,Iván Duque
Montelibano,Cordoba,19916,Gustavo Petro
Monteria,Cordoba,89344,Iván Duque
Monteria,Cordoba,69825,Gustavo Petro
Moñitos,Cordoba,4379,Iván Duque
Moñitos,Cordoba,3727,Gustavo Petro
Planeta Rica,Cordoba,12033,Iván Duque
Planeta Rica,Cordoba,12688,Gustavo Petro
Pueblo Nuevo,Cordoba,6775,Iván Duque
Pueblo Nuevo,Cordoba,5397,Gustavo Petro
Puerto Escondido,Cordoba,4473,Iván Duque
Puerto Escondido,Cordoba,3946,Gustavo Petro
Puerto Libertador,Cordoba,3362,Iván Duque
Puerto Libertador,Cordoba,9290,Gustavo Petro
Purisima,Cordoba,4388,Iván Duque
Purisima,Cordoba,2447,Gustavo Petro
Sahagun,Cordoba,19455,Iván Duque
Sahagun,Cordoba,20510,Gustavo Petro
San Andres De Sotavento,Cordoba,7427,Iván Duque
San Andres De Sotavento,Cordoba,7280,Gustavo Petro
San Antero,Cordoba,6402,Iván Duque
San Antero,Cordoba,5080,Gustavo Petro
San Bernardo Del Viento,Cordoba,3961,Iván Duque
San Bernardo Del Viento,Cordoba,7461,Gustavo Petro
San Carlos,Cordoba,5184,Iván Duque
San Carlos,Cordoba,3713,Gustavo Petro
San Jose De Ure,Cordoba,1042,Iván Duque
San Jose De Ure,Cordoba,2500,Gustavo Petro
San Pelayo,Cordoba,8870,Iván Duque
San Pelayo,Cordoba,9166,Gustavo Petro
Tierralta,Cordoba,13446,Iván Duque
Tierralta,Cordoba,12682,Gustavo Petro
Tuchin,Cordoba,7029,Iván Duque
Tuchin,Cordoba,5295,Gustavo Petro
Valencia,Cordoba,7013,Iván Duque
Valencia,Cordoba,4557,Gustavo Petro
Agua De Dios,Cundinamarca,2949,Iván Duque
Agua De Dios,Cundinamarca,2106,Gustavo Petro
Alban,Cundinamarca,2118,Iván Duque
Alban,Cundinamarca,634,Gustavo Petro
Anapoima,Cundinamarca,5403,Iván Duque
Anapoima,Cundinamarca,1524,Gustavo Petro
Anolaima,Cundinamarca,4635,Iván Duque
Anolaima,Cundinamarca,1496,Gustavo Petro
Apulo,Cundinamarca,3158,Iván Duque
Apulo,Cundinamarca,786,Gustavo Petro
Arbelaez,Cundinamarca,4068,Iván Duque
Arbelaez,Cundinamarca,1470,Gustavo Petro
Beltran,Cundinamarca,826,Iván Duque
Beltran,Cundinamarca,233,Gustavo Petro
Bituima,Cundinamarca,1012,Iván Duque
Bituima,Cundinamarca,281,Gustavo Petro
Bojaca,Cundinamarca,2496,Iván Duque
Bojaca,Cundinamarca,1495,Gustavo Petro
Cabrera,Cundinamarca,643,Iván Duque
Cabrera,Cundinamarca,1209,Gustavo Petro
Cachipay,Cundinamarca,3495,Iván Duque
Cachipay,Cundinamarca,1498,Gustavo Petro
Cajica,Cundinamarca,16750,Iván Duque
Cajica,Cundinamarca,13660,Gustavo Petro
Caparrapi,Cundinamarca,4589,Iván Duque
Caparrapi,Cundinamarca,701,Gustavo Petro
Caqueza,Cundinamarca,5629,Iván Duque
Caqueza,Cundinamarca,2711,Gustavo Petro
Carmen De Carupa,Cundinamarca,2584,Iván Duque
Carmen De Carupa,Cundinamarca,717,Gustavo Petro
Chaguani,Cundinamarca,1497,Iván Duque
Chaguani,Cundinamarca,316,Gustavo Petro
Chia,Cundinamarca,34102,Iván Duque
Chia,Cundinamarca,23575,Gustavo Petro
Chipaque,Cundinamarca,3353,Iván Duque
Chipaque,Cundinamarca,1310,Gustavo Petro
Choachi,Cundinamarca,5451,Iván Duque
Choachi,Cundinamarca,1518,Gustavo Petro
Choconta,Cundinamarca,6064,Iván Duque
Choconta,Cundinamarca,2396,Gustavo Petro
Cogua,Cundinamarca,4673,Iván Duque
